name,movie_title
Amy Warren,Gravity
Jamie Renée Smith,Dante's Peak
Grant Heslov,Dante's Peak
Tzi Ma,Dante's Peak
Stephen Amell,Teenage Mutant Ninja Turtles: Out of the Shadows
Noel Fisher,Teenage Mutant Ninja Turtles: Out of the Shadows
Brad Garrett,Teenage Mutant Ninja Turtles: Out of the Shadows
Tim Blake Nelson,Fantastic Four
Reg E. Cathey,Fantastic Four
Tim Heidecker,Fantastic Four
Robin Williams,Night at the Museum
Rami Malek,Night at the Museum
Steve Coogan,Night at the Museum
Dwayne Johnson,San Andreas
Ioan Gruffudd,San Andreas
Archie Panjabi,San Andreas
Vincent Schiavelli,Tomorrow Never Dies
Colin Salmon,Tomorrow Never Dies
Joe Don Baker,Tomorrow Never Dies
Heath Ledger,The Patriot
Adam Baldwin,The Patriot
Tom Wilkinson,The Patriot
Brad Pitt,Ocean's Twelve
Julia Roberts,Ocean's Twelve
Mini Anden,Ocean's Twelve
Brad Pitt,Mr. & Mrs. Smith
Angelina Jolie Pitt,Mr. & Mrs. Smith
Stephanie March,Mr. & Mrs. Smith
Kate Winslet,Insurgent
Theo James,Insurgent
Mekhi Phifer,Insurgent
Leonardo DiCaprio,The Aviator
Adam Scott,The Aviator
Frances Conroy,The Aviator
James Corden,Gulliver's Travels
Catherine Tate,Gulliver's Travels
Olly Alexander,Gulliver's Travels
Christoph Waltz,The Green Hornet
Tom Wilkinson,The Green Hornet
Chad L. Coleman,The Green Hornet
Eva Green,300: Rise of an Empire
Sullivan Stapleton,300: Rise of an Empire
Peter Mensah,300: Rise of an Empire
Mahadeo Shivraj,The Smurfs
Tim Gunn,The Smurfs
Madison McKinley,The Smurfs
Steve Buscemi,Home on the Range
Roseanne Barr,Home on the Range
G.W. Bailey,Home on the Range
Naomi Watts,Allegiant
Theo James,Allegiant
Zoë Kravitz,Allegiant
Hugh Jackman,Real Steel
Torey Michael Adkins,Real Steel
Olga Fonda,Real Steel
Jacob Tremblay,The Smurfs 2
Nancy O'Dell,The Smurfs 2
Vanessa Matsui,The Smurfs 2
Jason Patric,Speed 2: Cruise Control
Temuera Morrison,Speed 2: Cruise Control
Lois Chiles,Speed 2: Cruise Control
Harrison Ford,Ender's Game
Moises Arias,Ender's Game
Aramis Knight,Ender's Game
Bruce Willis,Live Free or Die Hard
Jonathan Sadowski,Live Free or Die Hard
Cyril Raffaelli,Live Free or Die Hard
Christopher Lee,The Lord of the Rings: The Fellowship of the Ring
Orlando Bloom,The Lord of the Rings: The Fellowship of the Ring
Billy Boyd,The Lord of the Rings: The Fellowship of the Ring
Jim Broadbent,Around the World in 80 Days
Steve Coogan,Around the World in 80 Days
Cécile De France,Around the World in 80 Days
Will Smith,Ali
Jada Pinkett Smith,Ali
Joe Morton,Ali
Sean Hayes,The Cat in the Hat
Kelly Preston,The Cat in the Hat
Spencer Breslin,The Cat in the Hat
Will Smith,"I, Robot"
Bruce Greenwood,"I, Robot"
Chi McBride,"I, Robot"
Liam Neeson,Kingdom of Heaven
Orlando Bloom,Kingdom of Heaven
Philip Glenister,Kingdom of Heaven
Chazz Palminteri,Stuart Little
Nathan Lane,Stuart Little
Jeffrey Jones,Stuart Little
Oprah Winfrey,The Princess and the Frog
Jenifer Lewis,The Princess and the Frog
Anika Noni Rose,The Princess and the Frog
Matt Damon,The Martian
Donald Glover,The Martian
Benedict Wong,The Martian
Scarlett Johansson,The Island
Steve Buscemi,The Island
Djimon Hounsou,The Island
Del Zamora,Town & Country
Warren Beatty,Town & Country
Garry Shandling,Town & Country
Nicolas Cage,Gone in Sixty Seconds
Angelina Jolie Pitt,Gone in Sixty Seconds
Robert Duvall,Gone in Sixty Seconds
Djimon Hounsou,Gladiator
Connie Nielsen,Gladiator
Oliver Reed,Gladiator
Tom Cruise,Minority Report
Frank Grillo,Minority Report
Jessica Capshaw,Minority Report
Daniel Radcliffe,Harry Potter and the Chamber of Secrets
Rupert Grint,Harry Potter and the Chamber of Secrets
Emma Watson,Harry Potter and the Chamber of Secrets
Eva Green,Casino Royale
Tobias Menzies,Casino Royale
Ivana Milicevic,Casino Royale
Cary-Hiroyuki Tagawa,Planet of the Apes
Estella Warren,Planet of the Apes
Erick Avari,Planet of the Apes
Joe Morton,Terminator 2: Judgment Day
Jenette Goldstein,Terminator 2: Judgment Day
S. Epatha Merkerson,Terminator 2: Judgment Day
Johnny Depp,Public Enemies
Christian Bale,Public Enemies
Stephen Graham,Public Enemies
Denzel Washington,American Gangster
Ruby Dee,American Gangster
RZA,American Gangster
Jamie Lee Curtis,True Lies
Tia Carrere,True Lies
Tom Arnold,True Lies
Denzel Washington,The Taking of Pelham 1 2 3
Ramon Rodriguez,The Taking of Pelham 1 2 3
Michael Rispoli,The Taking of Pelham 1 2 3
Robert De Niro,Little Fockers
Blythe Danner,Little Fockers
Teri Polo,Little Fockers
Dwayne Johnson,The Other Guys
Will Ferrell,The Other Guys
Derek Jeter,The Other Guys
Vanessa Williams,Eraser
James Coburn,Eraser
Roma Maffia,Eraser
Leonardo DiCaprio,Django Unchained
Christoph Waltz,Django Unchained
Ato Essandoh,Django Unchained
Demi Moore,The Hunchback of Notre Dame
Jason Alexander,The Hunchback of Notre Dame
Bill Fagerbakke,The Hunchback of Notre Dame
Eartha Kitt,The Emperor's New Groove
Wendie Malick,The Emperor's New Groove
John Fiedler,The Emperor's New Groove
Jason Statham,The Expendables 2
Sylvester Stallone,The Expendables 2
Bruce Willis,The Expendables 2
Nicolas Cage,National Treasure
Armando Riesco,National Treasure
Annie Parisse,National Treasure
Djimon Hounsou,Eragon
Ed Speleers,Eragon
Gary Lewis,Eragon
Catherine O'Hara,Where the Wild Things Are
Ryan Corr,Where the Wild Things Are
Max Records,Where the Wild Things Are
Hugh Jackman,Pan
Cara Delevingne,Pan
Nonso Anozie,Pan
Josh Hutcherson,Epic
Emma Kenney,Epic
Troy Evans,Epic
Johnny Depp,The Tourist
Angelina Jolie Pitt,The Tourist
Rufus Sewell,The Tourist
CCH Pounder,End of Days
Mark Margolis,End of Days
Udo Kier,End of Days
Leonardo DiCaprio,Blood Diamond
Djimon Hounsou,Blood Diamond
Stephen Collins,Blood Diamond
Leonardo DiCaprio,The Wolf of Wall Street
Matthew McConaughey,The Wolf of Wall Street
Jon Favreau,The Wolf of Wall Street
Michael Gough,Batman Forever
Rene Auberjonois,Batman Forever
Debi Mazar,Batman Forever
Jake Busey,Starship Troopers
Patrick Muldoon,Starship Troopers
Seth Gilliam,Starship Troopers
Tom Hanks,Cloud Atlas
Jim Sturgess,Cloud Atlas
Jim Broadbent,Cloud Atlas
Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole
Richard Roxburgh,Legend of the Guardians: The Owls of Ga'Hoole
Anthony LaPaglia,Legend of the Guardians: The Owls of Ga'Hoole
Frances Conroy,Catwoman
Christopher Heyerdahl,Catwoman
Alex Borstein,Catwoman
Dwayne Johnson,Hercules
Rufus Sewell,Hercules
Ingrid Bolsø Berdal,Hercules
Joseph Gordon-Levitt,Treasure Planet
Martin Short,Treasure Planet
Michael Wincott,Treasure Planet
Will Ferrell,Land of the Lost
Anna Friel,Land of the Lost
Bobb'e J. Thompson,Land of the Lost
Jason Statham,The Expendables 3
Sylvester Stallone,The Expendables 3
Harrison Ford,The Expendables 3
Ray Winstone,Point Break
Edgar Ramírez,Point Break
Delroy Lindo,Point Break
Jamie Kennedy,Son of the Mask
Traylor Howard,Son of the Mask
Ben Stein,Son of the Mask
Chris Hemsworth,In the Heart of the Sea
Benjamin Walker,In the Heart of the Sea
Frank Dillane,In the Heart of the Sea
Rosario Dawson,The Adventures of Pluto Nash
Randy Quaid,The Adventures of Pluto Nash
Burt Young,The Adventures of Pluto Nash
Matt Damon,Green Zone
Sean Huze,Green Zone
Igal Naor,Green Zone
Francesca Capaldi,The Peanuts Movie
Venus Schultheis,The Peanuts Movie
Bill Melendez,The Peanuts Movie
Ben Gazzara,The Spanish Prisoner
Felicity Huffman,The Spanish Prisoner
Campbell Scott,The Spanish Prisoner
Dwayne Johnson,The Mummy Returns
Brendan Fraser,The Mummy Returns
Patricia Velasquez,The Mummy Returns
Leonardo DiCaprio,Gangs of New York
Liam Neeson,Gangs of New York
Jim Broadbent,Gangs of New York
Christian Bale,The Flowers of War
Ni Ni,The Flowers of War
Shigeo Kobayashi,The Flowers of War
Jeff Bridges,Surf's Up
Zooey Deschanel,Surf's Up
Jon Heder,Surf's Up
Jon Lovitz,The Stepford Wives
Matthew Broderick,The Stepford Wives
Roger Bart,The Stepford Wives
Ioan Gruffudd,Black Hawk Down
Sam Shepard,Black Hawk Down
Ewen Bremner,Black Hawk Down
Will Ferrell,The Campaign
Thomas Middleditch,The Campaign
Katherine LaNasa,The Campaign
Milla Jovovich,The Fifth Element
Bruce Willis,The Fifth Element
Gary Oldman,The Fifth Element
Chris Noth,Sex and the City 2
Liza Minnelli,Sex and the City 2
Kristin Davis,Sex and the City 2
Frank Welker,The Road to El Dorado
Rosie Perez,The Road to El Dorado
Elton John,The Road to El Dorado
Peter Dinklage,Ice Age: Continental Drift
Josh Gad,Ice Age: Continental Drift
Drake,Ice Age: Continental Drift
Hayley Atwell,Cinderella
Derek Jacobi,Cinderella
Lily James,Cinderella
Michael Imperioli,The Lovely Bones
AJ Michalka,The Lovely Bones
Tom McCarthy,The Lovely Bones
Alexander Gould,Finding Nemo
Stephen Root,Finding Nemo
Brad Garrett,Finding Nemo
Orlando Bloom,The Lord of the Rings: The Return of the King
Billy Boyd,The Lord of the Rings: The Return of the King
Bernard Hill,The Lord of the Rings: The Return of the King
Christopher Lee,The Lord of the Rings: The Two Towers
Orlando Bloom,The Lord of the Rings: The Two Towers
Billy Boyd,The Lord of the Rings: The Two Towers
Jeff Bridges,Seventh Son
Djimon Hounsou,Seventh Son
Olivia Williams,Seventh Son
Angelina Jolie Pitt,Lara Croft: Tomb Raider
Noah Taylor,Lara Croft: Tomb Raider
Chris Barrie,Lara Croft: Tomb Raider
Johnny Depp,Transcendence
Morgan Freeman,Transcendence
Clifton Collins Jr.,Transcendence
Michael Jeter,Jurassic Park III
Trevor Morgan,Jurassic Park III
Alessandro Nivola,Jurassic Park III
James Franco,Rise of the Planet of the Apes
David Oyelowo,Rise of the Planet of the Apes
Tyler Labine,Rise of the Planet of the Apes
Martin Short,The Spiderwick Chronicles
Tod Fennell,The Spiderwick Chronicles
Joan Plowright,The Spiderwick Chronicles
Bruce Willis,A Good Day to Die Hard
Cole Hauser,A Good Day to Die Hard
Megalyn Echikunwoke,A Good Day to Die Hard
Dennis Quaid,The Alamo
Marc Blucas,The Alamo
Jordi Mollà,The Alamo
Holly Hunter,The Incredibles
Craig T. Nelson,The Incredibles
Lou Romano,The Incredibles
Christopher Masterson,Cutthroat Island
Frank Langella,Cutthroat Island
Matthew Modine,Cutthroat Island
Logan Lerman,Percy Jackson & the Olympians: The Lightning Thief
Rosario Dawson,Percy Jackson & the Olympians: The Lightning Thief
Steve Coogan,Percy Jackson & the Olympians: The Lightning Thief
Will Smith,Men in Black
Rip Torn,Men in Black
Linda Fiorentino,Men in Black
Tom Hanks,Toy Story 2
John Ratzenberger,Toy Story 2
Wayne Knight,Toy Story 2
Denzel Washington,Unstoppable
Rosario Dawson,Unstoppable
Ethan Suplee,Unstoppable
Mei Melançon,Rush Hour 2
John Lone,Rush Hour 2
Harris Yulin,Rush Hour 2
Harrison Ford,What Lies Beneath
Amber Valletta,What Lies Beneath
Miranda Otto,What Lies Beneath
Will Forte,Cloudy with a Chance of Meatballs
Bobb'e J. Thompson,Cloudy with a Chance of Meatballs
Al Roker,Cloudy with a Chance of Meatballs
Denis Leary,Ice Age: Dawn of the Dinosaurs
Maile Flanagan,Ice Age: Dawn of the Dinosaurs
Kelly Keaton,Ice Age: Dawn of the Dinosaurs
Adam Scott,The Secret Life of Walter Mitty
Adrian Martinez,The Secret Life of Walter Mitty
Joey Slotnick,The Secret Life of Walter Mitty
Bill Murray,Charlie's Angels
LL Cool J,Charlie's Angels
Kelly Lynch,Charlie's Angels
Leonardo DiCaprio,The Departed
Matt Damon,The Departed
Ray Winstone,The Departed
Ming-Na Wen,Mulan
Harvey Fierstein,Mulan
June Foray,Mulan
Robert Downey Jr.,Tropic Thunder
Steve Coogan,Tropic Thunder
Brandon T. Jackson,Tropic Thunder
Robin Wright,The Girl with the Dragon Tattoo
Goran Visnjic,The Girl with the Dragon Tattoo
Joely Richardson,The Girl with the Dragon Tattoo
Bruce Willis,Die Hard with a Vengeance
Aldis Hodge,Die Hard with a Vengeance
Kevin Chamberlin,Die Hard with a Vengeance
Robert Downey Jr.,Sherlock Holmes
Eddie Marsan,Sherlock Holmes
Robert Maillet,Sherlock Holmes
Morgan Freeman,Ben-Hur
Ayelet Zurer,Ben-Hur
Moises Arias,Ben-Hur
Leonard Nimoy,Atlantis: The Lost Empire
Jim Varney,Atlantis: The Lost Empire
Cree Summer,Atlantis: The Lost Empire
Bella Thorne,Alvin and the Chipmunks: The Road Chip
Joshua Mikel,Alvin and the Chipmunks: The Road Chip
Jesse McCartney,Alvin and the Chipmunks: The Road Chip
Tom Cruise,Valkyrie
Tom Wilkinson,Valkyrie
Thomas Kretschmann,Valkyrie
Adam Sandler,You Don't Mess with the Zohan
Sayed Badreya,You Don't Mess with the Zohan
Kevin Nealon,You Don't Mess with the Zohan
Peter Dinklage,Pixels
Adam Sandler,Pixels
Josh Gad,Pixels
Haley Joel Osment,A.I. Artificial Intelligence
William Hurt,A.I. Artificial Intelligence
Kevin Sussman,A.I. Artificial Intelligence
Marsha Thomason,The Haunted Mansion
Rachael Harris,The Haunted Mansion
Marc John Jefferies,The Haunted Mansion
Matthew McConaughey,Contact
Tom Skerritt,Contact
Larry King,Contact
Greg Grunberg,Hollow Man
Kim Dickens,Hollow Man
Joey Slotnick,Hollow Man
Curtiss Cook,The Interpreter
George Harris,The Interpreter
Michael Wright,The Interpreter
Logan Lerman,Percy Jackson: Sea of Monsters
Leven Rambin,Percy Jackson: Sea of Monsters
Brandon T. Jackson,Percy Jackson: Sea of Monsters
Gerard Butler,Lara Croft Tomb Raider: The Cradle of Life
Angelina Jolie Pitt,Lara Croft Tomb Raider: The Cradle of Life
Djimon Hounsou,Lara Croft Tomb Raider: The Cradle of Life
Daniel Radcliffe,Now You See Me 2
Morgan Freeman,Now You See Me 2
Sanaa Lathan,Now You See Me 2
Alun Armstrong,The Saint
Michael Byrne,The Saint
Velibor Topic,The Saint
Brad Pitt,Spy Game
Stephen Dillane,Spy Game
Catherine McCormack,Spy Game
Don Cheadle,Mission to Mars
Connie Nielsen,Mission to Mars
Kim Delaney,Mission to Mars
Anne Hathaway,Rio
Wanda Sykes,Rio
Will.i.am,Rio
Robin Williams,Bicentennial Man
Oliver Platt,Bicentennial Man
John Michael Higgins,Bicentennial Man
Don Cheadle,Volcano
Anne Heche,Volcano
Gaby Hoffmann,Volcano
Harrison Ford,The Devil's Own
Brad Pitt,The Devil's Own
Natascha McElhone,The Devil's Own
Liam Neeson,K-19: The Widowmaker
Christian Camargo,K-19: The Widowmaker
Lex Shrapnel,K-19: The Widowmaker
Tim Blake Nelson,Fantastic Four
Reg E. Cathey,Fantastic Four
Tim Heidecker,Fantastic Four
William Smith,Conan the Barbarian
Mako,Conan the Barbarian
Sandahl Bergman,Conan the Barbarian
Paddy Considine,Cinderella Man
Bruce McGill,Cinderella Man
Rosemarie DeWitt,Cinderella Man
Shirley Henderson,The Nutcracker in 3D
Nathan Lane,The Nutcracker in 3D
Richard E. Grant,The Nutcracker in 3D
Jeff Bridges,Seabiscuit
Michael Angarano,Seabiscuit
Michael O'Neill,Seabiscuit
Philip Seymour Hoffman,Twister
Alan Ruck,Twister
Jami Gertz,Twister
Paul Walker,The Fast and the Furious
Vin Diesel,The Fast and the Furious
Jordana Brewster,The Fast and the Furious
Tom Hanks,Cast Away
Paul Sanchez,Cast Away
Nick Searcy,Cast Away
Robin Williams,Happy Feet
Hugh Jackman,Happy Feet
Elizabeth Daily,Happy Feet
Matt Damon,The Bourne Supremacy
Joan Allen,The Bourne Supremacy
Oksana Akinshina,The Bourne Supremacy
Harrison Ford,Air Force One
Gary Oldman,Air Force One
Dean Stockwell,Air Force One
Brad Pitt,Ocean's Eleven
Bernie Mac,Ocean's Eleven
Elliott Gould,Ocean's Eleven
Milla Jovovich,The Three Musketeers
Logan Lerman,The Three Musketeers
Orlando Bloom,The Three Musketeers
Steve Buscemi,Hotel Transylvania
Adam Sandler,Hotel Transylvania
Jon Lovitz,Hotel Transylvania
Jeff Bennett,Enchanted
Teala Dunn,Enchanted
Fred Tatasciore,Enchanted
Denzel Washington,Safe House
Ryan Reynolds,Safe House
Sam Shepard,Safe House
Ioan Gruffudd,102 Dalmatians
Eric Idle,102 Dalmatians
Jim Carter,102 Dalmatians
Matthew Broderick,Tower Heist
Gabourey Sidibe,Tower Heist
Judd Hirsch,Tower Heist
Kate Winslet,The Holiday
Rufus Sewell,The Holiday
Sarah Parish,The Holiday
Will Smith,Enemy of the State
Jake Busey,Enemy of the State
Lisa Bonet,Enemy of the State
Meryl Streep,It's Complicated
Hunter Parrish,It's Complicated
Zoe Kazan,It's Complicated
Al Pacino,Ocean's Thirteen
Matt Damon,Ocean's Thirteen
Brad Pitt,Ocean's Thirteen
Jon Favreau,Open Season
Debra Messing,Open Season
Jane Krakowski,Open Season
Kate Winslet,Divergent
Theo James,Divergent
Mekhi Phifer,Divergent
Bob Hoskins,Enemy at the Gates
Gabriel Thomson,Enemy at the Gates
Clemens Schick,Enemy at the Gates
Dwayne Johnson,The Rundown
Rosario Dawson,The Rundown
Ewen Bremner,The Rundown
F. Murray Abraham,Last Action Hero
Tom Noonan,Last Action Hero
Joan Plowright,Last Action Hero
Li Gong,Memoirs of a Geisha
Mako,Memoirs of a Geisha
Karl Yune,Memoirs of a Geisha
Amber Stevens West,The Fast and the Furious: Tokyo Drift
Zachery Ty Bryan,The Fast and the Furious: Tokyo Drift
Nikki Griffin,The Fast and the Furious: Tokyo Drift
Jim Broadbent,Arthur Christmas
Imelda Staunton,Arthur Christmas
Michael Palin,Arthur Christmas
Anthony Hopkins,Meet Joe Black
Brad Pitt,Meet Joe Black
Jake Weber,Meet Joe Black
Raymond Cruz,Collateral Damage
Rick Worthy,Collateral Damage
Jsu Garcia,Collateral Damage
Roy Scheider,All That Jazz
Ben Vereen,All That Jazz
Max Wright,All That Jazz
Julia Roberts,Mirror Mirror
Nathan Lane,Mirror Mirror
Danny Woodburn,Mirror Mirror
Anna Kendrick,Scott Pilgrim vs. the World
Kieran Culkin,Scott Pilgrim vs. the World
Ellen Wong,Scott Pilgrim vs. the World
Glenn Morshower,The Core
Tchéky Karyo,The Core
Rekha Sharma,The Core
Larry Miller,Nutty Professor II: The Klumps
Janet Jackson,Nutty Professor II: The Klumps
Chris Elliott,Nutty Professor II: The Klumps
Sarah Michelle Gellar,Scooby-Doo
Linda Cardellini,Scooby-Doo
Miguel A. Núñez Jr.,Scooby-Doo
Wood Harris,Dredd
Jason Cope,Dredd
Rakie Ayola,Dredd
Adam Sandler,Click
Cameron Monaghan,Click
Julie Kavner,Click
Ted Danson,Creepshow
Hal Holbrook,Creepshow
Adrienne Barbeau,Creepshow
Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore
Sean Hayes,Cats & Dogs: The Revenge of Kitty Galore
Katt Williams,Cats & Dogs: The Revenge of Kitty Galore
Kristen Stewart,Jumper
Hayden Christensen,Jumper
Tom Hulce,Jumper
Seth MacFarlane,Hellboy II: The Golden Army
Iván Kamarás,Hellboy II: The Golden Army
Brian Steele,Hellboy II: The Golden Army
Robert Downey Jr.,Zodiac
Jake Gyllenhaal,Zodiac
Anthony Edwards,Zodiac
Robert Duvall,The 6th Day
Michael Rapaport,The 6th Day
Tony Goldwyn,The 6th Day
Morgan Freeman,Bruce Almighty
Steve Carell,Bruce Almighty
Lisa Ann Walter,Bruce Almighty
Jason Statham,The Expendables
Sylvester Stallone,The Expendables
Jet Li,The Expendables
Tom Cruise,Mission: Impossible
Kristin Scott Thomas,Mission: Impossible
Vanessa Redgrave,Mission: Impossible
Jennifer Lawrence,The Hunger Games
Josh Hutcherson,The Hunger Games
Anthony Reynolds,The Hunger Games
Bradley Cooper,The Hangover Part II
Mason Lee,The Hangover Part II
Mike Tyson,The Hangover Part II
Michael Gough,Batman Returns
Vincent Schiavelli,Batman Returns
Andrew Bryniarski,Batman Returns
Bruce Willis,Over the Hedge
Steve Carell,Over the Hedge
Catherine O'Hara,Over the Hedge
Tia Carrere,Lilo & Stitch
Jason Scott Lee,Lilo & Stitch
David Ogden Stiers,Lilo & Stitch
Steve Buscemi,Charlotte's Web
Julia Roberts,Charlotte's Web
Oprah Winfrey,Charlotte's Web
Morgan Freeman,Deep Impact
Jon Favreau,Deep Impact
Robert Duvall,Deep Impact
Bruce Willis,RED 2
Anthony Hopkins,RED 2
Garrick Hagon,RED 2
Adam Sandler,The Longest Yard
Steve Reevis,The Longest Yard
Dalip Singh,The Longest Yard
Amy Poehler,Alvin and the Chipmunks: Chipwrecked
Jesse McCartney,Alvin and the Chipmunks: Chipwrecked
Lauren Gottlieb,Alvin and the Chipmunks: Chipwrecked
Steve Buscemi,Grown Ups 2
Adam Sandler,Grown Ups 2
Jon Lovitz,Grown Ups 2
Bill Murray,Get Smart
Dwayne Johnson,Get Smart
Anne Hathaway,Get Smart
Keanu Reeves,Something's Gotta Give
Jon Favreau,Something's Gotta Give
Paul Michael Glaser,Something's Gotta Give
Leonardo DiCaprio,Shutter Island
Joseph Sikora,Shutter Island
Nellie Sciutto,Shutter Island
Jon Favreau,Four Christmases
Robert Duvall,Four Christmases
Katy Mixon,Four Christmases
Jim Broadbent,Robots
Drew Carey,Robots
Paula Abdul,Robots
Nicolas Cage,Face/Off
CCH Pounder,Face/Off
Joan Allen,Face/Off
Adam Sandler,Bedtime Stories
Carmen Electra,Bedtime Stories
Kathryn Joosten,Bedtime Stories
Tom Hanks,Road to Perdition
Jennifer Jason Leigh,Road to Perdition
Liam Aiken,Road to Perdition
Adam Sandler,Just Go with It
Bailee Madison,Just Go with It
Kevin Nealon,Just Go with It
Steve Buscemi,Con Air
Monica Potter,Con Air
Dave Chappelle,Con Air
Rosario Dawson,Eagle Eye
Ethan Embry,Eagle Eye
Cameron Boyce,Eagle Eye
