title,year,duration,budget,gross,rating,language,country,numfacebooklikes
Men in Black,1997,98.0,90000000.0,250147615.0,PG-13,English,USA,0
Toy Story 2,1999,82.0,90000000.0,245823397.0,G,English,USA,0
Unstoppable,2010,98.0,100000000.0,81557479.0,PG-13,English,USA,18000
Rush Hour 2,2001,90.0,90000000.0,226138454.0,PG-13,English,USA,0
What Lies Beneath,2000,130.0,100000000.0,155370362.0,PG-13,English,USA,0
Cloudy with a Chance of Meatballs,2009,90.0,100000000.0,124870275.0,PG,English,USA,0
Ice Age: Dawn of the Dinosaurs,2009,94.0,90000000.0,196573705.0,PG,English,USA,0
The Secret Life of Walter Mitty,2013,114.0,90000000.0,58229120.0,PG,English,USA,70000
Charlie's Angels,2000,94.0,92000000.0,125305545.0,PG-13,English,USA,0
The Departed,2006,151.0,90000000.0,132373442.0,R,English,USA,29000
Mulan,1998,88.0,90000000.0,120618403.0,G,English,USA,12000
Tropic Thunder,2008,121.0,92000000.0,110416702.0,R,English,USA,0
The Girl with the Dragon Tattoo,2011,158.0,90000000.0,102515793.0,R,English,USA,54000
Die Hard with a Vengeance,1995,128.0,90000000.0,100012500.0,R,English,USA,0
Sherlock Holmes,2009,128.0,90000000.0,209019489.0,PG-13,English,USA,20000
Ben-Hur,2016,141.0,,,PG-13,English,USA,0
Atlantis: The Lost Empire,2001,95.0,120000000.0,84037039.0,PG,English,USA,0
Alvin and the Chipmunks: The Road Chip,2015,92.0,90000000.0,85884815.0,PG,English,USA,0
Valkyrie,2008,121.0,75000000.0,83077470.0,PG-13,English,USA,0
You Don't Mess with the Zohan,2008,113.0,90000000.0,100018837.0,PG-13,English,USA,0
Pixels,2015,106.0,88000000.0,78747585.0,PG-13,English,USA,39000
A.I. Artificial Intelligence,2001,146.0,100000000.0,78616689.0,PG-13,English,USA,11000
The Haunted Mansion,2003,88.0,90000000.0,75817994.0,PG,English,USA,988
Contact,1997,150.0,90000000.0,100853835.0,PG,English,USA,15000
Hollow Man,2000,119.0,95000000.0,73209340.0,R,English,USA,0
The Interpreter,2005,128.0,80000000.0,72515360.0,PG-13,Aboriginal,UK,0
Percy Jackson: Sea of Monsters,2013,106.0,90000000.0,68558662.0,PG,English,USA,28000
Lara Croft Tomb Raider: The Cradle of Life,2003,117.0,95000000.0,65653758.0,PG-13,English,USA,0
Now You See Me 2,2016,129.0,90000000.0,64685359.0,PG-13,English,USA,15000
The Saint,1997,116.0,68000000.0,61355436.0,PG-13,English,USA,0
Spy Game,2001,114.0,92000000.0,26871.0,R,English,Germany,0
Mission to Mars,2000,114.0,90000000.0,60874615.0,PG,English,USA,0
Rio,2011,96.0,90000000.0,143618384.0,G,English,USA,19000
Bicentennial Man,1999,132.0,100000000.0,58220776.0,PG,English,USA,0
Volcano,1997,104.0,90000000.0,47474112.0,PG-13,English,USA,2000
The Devil's Own,1997,111.0,86000000.0,42877165.0,R,English,USA,979
K-19: The Widowmaker,2002,138.0,100000000.0,35168677.0,PG-13,English,UK,0
Conan the Barbarian,1982,129.0,20000000.0,37567440.0,R,English,USA,0
Cinderella Man,2005,144.0,88000000.0,61644321.0,PG-13,English,USA,0
The Nutcracker in 3D,2010,110.0,90000000.0,190562.0,PG,English,UK,788
Seabiscuit,2003,140.0,87000000.0,120147445.0,PG-13,English,USA,0
Twister,1996,113.0,92000000.0,241688385.0,PG-13,English,USA,0
Cast Away,2000,143.0,90000000.0,233630478.0,PG-13,English,USA,23000
Happy Feet,2006,108.0,100000000.0,197992827.0,PG,English,USA,0
The Bourne Supremacy,2004,108.0,75000000.0,176049130.0,PG-13,English,USA,0
Air Force One,1997,124.0,85000000.0,172620724.0,R,English,USA,0
Ocean's Eleven,2001,116.0,85000000.0,183405771.0,PG-13,English,USA,0
The Three Musketeers,2011,110.0,75000000.0,20315324.0,PG-13,English,Germany,19000
Hotel Transylvania,2012,91.0,85000000.0,148313048.0,PG,English,USA,28000
Enchanted,2007,107.0,85000000.0,127706877.0,PG,English,USA,0
Safe House,2012,115.0,85000000.0,126149655.0,R,English,USA,19000
102 Dalmatians,2000,100.0,85000000.0,66941559.0,G,English,USA,372
Tower Heist,2011,104.0,75000000.0,78009155.0,PG-13,English,USA,0
The Holiday,2006,138.0,85000000.0,63224849.0,PG-13,English,USA,19000
Enemy of the State,1998,140.0,90000000.0,111544445.0,R,English,USA,0
It's Complicated,2009,120.0,85000000.0,112703470.0,R,English,USA,0
Ocean's Thirteen,2007,122.0,85000000.0,117144465.0,PG-13,English,USA,0
Open Season,2006,83.0,85000000.0,84303558.0,PG,English,USA,863
Divergent,2014,139.0,85000000.0,150832203.0,PG-13,English,USA,49000
Enemy at the Gates,2001,131.0,68000000.0,51396781.0,R,English,USA,0
The Rundown,2003,104.0,85000000.0,47592825.0,PG-13,English,USA,0
Last Action Hero,1993,130.0,70000000.0,50016394.0,PG-13,English,USA,0
Memoirs of a Geisha,2005,145.0,85000000.0,57010853.0,PG-13,English,USA,0
The Fast and the Furious: Tokyo Drift,2006,104.0,85000000.0,62494975.0,PG-13,English,USA,0
Arthur Christmas,2011,97.0,100000000.0,46440491.0,PG,English,UK,0
Meet Joe Black,1998,178.0,90000000.0,44606335.0,PG-13,English,USA,10000
Collateral Damage,2002,108.0,85000000.0,40048332.0,R,English,USA,941
All That Jazz,1979,123.0,,,R,English,USA,0
Mirror Mirror,2012,106.0,85000000.0,64933670.0,PG,English,USA,18000
Scott Pilgrim vs. the World,2010,112.0,60000000.0,31494270.0,PG-13,English,USA,36000
The Core,2003,135.0,60000000.0,31111260.0,PG-13,English,USA,0
Nutty Professor II: The Klumps,2000,109.0,65000000.0,123307945.0,PG-13,English,USA,374
Scooby-Doo,2002,86.0,84000000.0,153288182.0,PG,English,USA,0
Dredd,2012,95.0,35000000.0,13401683.0,R,English,UK,46000
Click,2006,107.0,70000000.0,137340146.0,PG-13,English,USA,7000
Creepshow,1982,130.0,8000000.0,,R,English,USA,0
Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,85000000.0,43575716.0,PG,English,USA,0
Jumper,2008,88.0,85000000.0,80170146.0,PG-13,English,USA,0
Hellboy II: The Golden Army,2008,120.0,85000000.0,75754670.0,PG-13,English,USA,3000
Zodiac,2007,162.0,65000000.0,33048353.0,R,English,USA,12000
The 6th Day,2000,123.0,82000000.0,34543701.0,PG-13,English,USA,0
Bruce Almighty,2003,101.0,81000000.0,242589580.0,PG-13,English,USA,0
The Expendables,2010,113.0,80000000.0,102981571.0,R,English,USA,57000
Mission: Impossible,1996,110.0,80000000.0,180965237.0,PG-13,English,USA,0
The Hunger Games,2012,142.0,78000000.0,407999255.0,PG-13,English,USA,140000
The Hangover Part II,2011,102.0,80000000.0,254455986.0,R,English,USA,56000
Batman Returns,1992,126.0,80000000.0,162831698.0,PG-13,English,USA,0
Over the Hedge,2006,83.0,80000000.0,155019340.0,PG,English,USA,0
Lilo & Stitch,2002,85.0,80000000.0,145771527.0,PG,English,USA,0
Charlotte's Web,2006,97.0,,82506325.0,G,English,USA,0
Deep Impact,1998,120.0,75000000.0,140459099.0,PG-13,English,USA,0
RED 2,2013,116.0,84000000.0,53215979.0,PG-13,English,USA,22000
The Longest Yard,2005,113.0,82000000.0,158115031.0,PG-13,English,USA,0
Alvin and the Chipmunks: Chipwrecked,2011,87.0,75000000.0,133103929.0,G,English,USA,0
Grown Ups 2,2013,101.0,80000000.0,133668525.0,PG-13,English,USA,14000
Get Smart,2008,110.0,80000000.0,130313314.0,PG-13,English,USA,0
Something's Gotta Give,2003,128.0,80000000.0,124590960.0,PG-13,English,USA,0
Shutter Island,2010,138.0,80000000.0,127968405.0,R,English,USA,53000
Four Christmases,2008,88.0,80000000.0,120136047.0,PG-13,English,Germany,0
Robots,2005,91.0,75000000.0,128200012.0,PG,English,USA,0
Face/Off,1997,138.0,80000000.0,112225777.0,R,English,USA,11000
Bedtime Stories,2008,99.0,80000000.0,109993847.0,PG,English,USA,0
Road to Perdition,2002,117.0,80000000.0,104054514.0,R,English,USA,0
Just Go with It,2011,117.0,80000000.0,103028109.0,PG-13,English,USA,19000
Con Air,1997,123.0,75000000.0,101087161.0,R,English,USA,0
Eagle Eye,2008,118.0,80000000.0,101111837.0,PG-13,English,USA,0
Cold Mountain,2003,154.0,79000000.0,95632614.0,R,English,USA,0
The Book of Eli,2010,118.0,80000000.0,94822707.0,R,English,USA,20000
Flubber,1997,90.0,80000000.0,92969824.0,PG,English,USA,0
The Haunting,1999,113.0,80000000.0,91188905.0,PG-13,English,USA,0
Space Jam,1996,88.0,80000000.0,90443603.0,PG,English,USA,0
The Pink Panther,2006,93.0,65000000.0,82226474.0,PG,English,USA,0
The Day the Earth Stood Still,2008,104.0,80000000.0,79363785.0,PG-13,English,USA,0
Conspiracy Theory,1997,135.0,75000000.0,76081498.0,R,English,USA,0
Fury,2014,134.0,68000000.0,85707116.0,R,English,USA,82000
Six Days Seven Nights,1998,98.0,70000000.0,74329966.0,PG-13,English,USA,0
Yogi Bear,2010,80.0,80000000.0,100169068.0,PG,English,USA,0
Spirit: Stallion of the Cimarron,2002,83.0,80000000.0,73215310.0,G,English,USA,4000
Zookeeper,2011,102.0,80000000.0,80360866.0,PG,English,USA,0
Lost in Space,1998,130.0,80000000.0,69102910.0,PG-13,English,USA,0
The Manchurian Candidate,2004,129.0,80000000.0,65948711.0,R,English,USA,0
Déjà Vu,1997,117.0,,821997.0,PG-13,English,USA,91
Hotel Transylvania 2,2015,89.0,80000000.0,169692572.0,PG,English,USA,16000
Fantasia 2000,1999,74.0,80000000.0,60507228.0,G,English,USA,607
The Time Machine,2002,96.0,80000000.0,56684819.0,PG-13,English,USA,3000
Mighty Joe Young,1998,114.0,90000000.0,50628009.0,PG,English,USA,0
Swordfish,2001,99.0,80000000.0,69772969.0,R,English,USA,0
The Legend of Zorro,2005,129.0,75000000.0,45356386.0,PG,Spanish,USA,951
What Dreams May Come,1998,113.0,85000000.0,55350897.0,PG-13,English,USA,32000
Little Nicky,2000,90.0,80000000.0,39442871.0,PG-13,English,USA,0
The Brothers Grimm,2005,118.0,88000000.0,37899638.0,PG-13,English,USA,0
Mars Attacks!,1996,106.0,70000000.0,37754208.0,PG-13,English,USA,0
Evolution,2015,81.0,,,,French,France,257
The Edge,1997,117.0,,27779888.0,R,English,USA,0
Surrogates,2009,89.0,80000000.0,38542418.0,PG-13,English,USA,0
Thirteen Days,2000,145.0,80000000.0,34566746.0,PG-13,English,USA,0
Daylight,1996,114.0,80000000.0,32885565.0,PG-13,English,USA,0
Walking with Dinosaurs 3D,2013,87.0,80000000.0,36073232.0,PG,English,USA,0
Battlefield Earth,2000,119.0,44000000.0,21471685.0,PG-13,English,USA,0
Looney Tunes: Back in Action,2003,91.0,80000000.0,20950820.0,PG,English,Germany,665
Nine,2009,118.0,80000000.0,19673424.0,PG-13,English,USA,0
Timeline,2003,116.0,80000000.0,19480739.0,PG-13,English,USA,0
The Postman,1997,177.0,80000000.0,17593391.0,R,English,USA,0
Babe: Pig in the City,1998,97.0,80000000.0,18318000.0,G,English,Australia,964
The Last Witch Hunter,2015,106.0,90000000.0,27356090.0,PG-13,English,USA,21000
Red Planet,2000,106.0,70000000.0,17473245.0,PG-13,English,USA,995
Arthur and the Invisibles,2006,94.0,86000000.0,15131330.0,PG,English,France,941
Oceans,2009,104.0,40000000.0,19406406.0,G,French,France,0
A Sound of Thunder,2005,102.0,52000000.0,1891821.0,PG-13,English,UK,785
Pompeii,2014,105.0,80000000.0,23219748.0,PG-13,English,Canada,20000
Top Cat Begins,2015,89.0,8000000.0,,PG,Spanish,Mexico,138
A Beautiful Mind,2001,135.0,58000000.0,170708996.0,PG-13,English,USA,29000
The Lion King,1994,73.0,45000000.0,422783777.0,G,English,USA,17000
Journey 2: The Mysterious Island,2012,94.0,79000000.0,103812241.0,PG,English,USA,0
Cloudy with a Chance of Meatballs 2,2013,95.0,78000000.0,119793567.0,PG,English,USA,15000
Red Dragon,2002,124.0,78000000.0,92930005.0,R,English,Germany,0
Hidalgo,2004,136.0,100000000.0,67286731.0,PG-13,English,USA,0
Jack and Jill,2011,91.0,79000000.0,74158157.0,PG,English,USA,0
2 Fast 2 Furious,2003,107.0,76000000.0,127083765.0,PG-13,English,USA,0
The Little Prince,2015,108.0,81200000.0,1339152.0,PG,English,France,31000
The Invasion,2007,99.0,80000000.0,15071514.0,PG-13,English,USA,0
The Adventures of Rocky & Bullwinkle,2000,92.0,76000000.0,26000610.0,PG,English,USA,413
The Secret Life of Pets,2016,87.0,75000000.0,323505540.0,PG,English,Japan,36000
The League of Extraordinary Gentlemen,2003,110.0,78000000.0,66462600.0,PG-13,English,USA,0
Despicable Me 2,2013,98.0,76000000.0,368049635.0,PG,English,USA,56000
Independence Day,1996,154.0,75000000.0,306124059.0,PG-13,English,USA,16000
The Lost World: Jurassic Park,1997,129.0,73000000.0,229074524.0,PG-13,English,USA,0
Madagascar,2005,86.0,75000000.0,193136719.0,PG,English,USA,0
Children of Men,2006,109.0,76000000.0,35286428.0,R,English,USA,17000
X-Men,2000,104.0,75000000.0,157299717.0,PG-13,English,USA,0
Wanted,2008,110.0,75000000.0,134568845.0,R,English,USA,0
The Rock,1996,136.0,75000000.0,134006721.0,R,English,USA,51000
Ice Age: The Meltdown,2006,115.0,80000000.0,195329763.0,PG,English,USA,0
50 First Dates,2004,99.0,75000000.0,120776832.0,PG-13,English,USA,11000
Hairspray,2007,117.0,75000000.0,118823091.0,PG,English,USA,0
Exorcist: The Beginning,2004,125.0,50000000.0,41814863.0,R,English,USA,893
Inspector Gadget,1999,110.0,75000000.0,97360069.0,PG,English,USA,509
Now You See Me,2013,125.0,75000000.0,117698894.0,PG-13,English,USA,105000
Grown Ups,2010,102.0,80000000.0,162001186.0,PG-13,English,USA,12000
The Terminal,2004,128.0,60000000.0,77032279.0,PG-13,English,USA,16000
Hotel for Dogs,2009,100.0,35000000.0,73023275.0,PG,English,USA,1000
Vertical Limit,2000,124.0,75000000.0,68473360.0,PG-13,English,USA,0
Charlie Wilson's War,2007,102.0,75000000.0,66636385.0,R,English,USA,0
Shark Tale,2004,90.0,75000000.0,160762022.0,PG,English,USA,0
Dreamgirls,2006,130.0,70000000.0,103338338.0,PG-13,English,USA,0
Be Cool,2005,118.0,53000000.0,55808744.0,PG-13,English,USA,0
Munich,2005,163.0,70000000.0,47379090.0,R,English,France,0
Tears of the Sun,2003,142.0,70000000.0,43426961.0,R,English,USA,0
Killers,2010,100.0,75000000.0,47000485.0,PG-13,English,USA,0
The Man from U.N.C.L.E.,2015,116.0,75000000.0,45434443.0,PG-13,English,USA,43000
Spanglish,2004,131.0,80000000.0,42044321.0,PG-13,English,USA,0
Monster House,2006,91.0,75000000.0,73661010.0,PG,English,USA,0
Bandits,2001,123.0,80000000.0,41523271.0,PG-13,English,USA,0
First Knight,1995,134.0,55000000.0,37600435.0,PG-13,English,USA,0
Anna and the King,1999,148.0,75000000.0,39251128.0,PG-13,English,USA,0
Immortals,2011,110.0,75000000.0,83503161.0,R,English,USA,30000
Hostage,2005,113.0,52000000.0,34636443.0,R,English,USA,0
Titan A.E.,2000,94.0,75000000.0,22751979.0,PG,English,USA,0
Hollywood Homicide,2003,116.0,75000000.0,30013346.0,PG-13,English,USA,648
Soldier,1998,99.0,75000000.0,14567883.0,R,English,UK,0
Carriers,2009,84.0,,90820.0,PG-13,English,USA,0
Monkeybone,2001,93.0,75000000.0,5409517.0,PG-13,English,USA,683
Flight of the Phoenix,2004,113.0,45000000.0,21009180.0,PG-13,English,USA,1000
Unbreakable,2000,106.0,75000000.0,94999143.0,PG-13,English,USA,0
Minions,2015,91.0,74000000.0,336029560.0,PG,English,USA,70000
Sucker Punch,2011,128.0,82000000.0,36381716.0,PG-13,English,USA,42000
Snake Eyes,1998,98.0,69000000.0,55585389.0,R,English,USA,880
Sphere,1998,134.0,75000000.0,36976367.0,PG-13,English,USA,0
The Angry Birds Movie,2016,97.0,73000000.0,107225164.0,PG,English,USA,14000
Fool's Gold,2008,112.0,70000000.0,70224196.0,PG-13,English,USA,0
Funny People,2009,153.0,75000000.0,51814190.0,R,English,USA,0
The Kingdom,2007,110.0,70000000.0,47456450.0,R,English,USA,0
Talladega Nights: The Ballad of Ricky Bobby,2006,122.0,73000000.0,148213377.0,PG-13,English,USA,0
Dr. Dolittle 2,2001,87.0,72000000.0,112950721.0,PG,English,USA,266
Braveheart,1995,178.0,72000000.0,75600000.0,R,English,USA,17000
Jarhead,2005,125.0,70000000.0,62647540.0,R,English,Germany,0
The Simpsons Movie,2007,87.0,75000000.0,183132370.0,PG-13,English,USA,0
The Majestic,2001,152.0,72000000.0,27796042.0,PG,English,USA,0
Driven,2001,116.0,72000000.0,32616869.0,PG-13,English,USA,886
Two Brothers,2004,109.0,59660000.0,18947630.0,PG,English,France,2000
The Village,2004,108.0,60000000.0,114195633.0,PG-13,English,USA,0
Doctor Dolittle,1998,85.0,71500000.0,144156464.0,PG-13,English,USA,694
Signs,2002,106.0,72000000.0,227965690.0,PG-13,English,USA,0
Shrek 2,2004,93.0,150000000.0,436471036.0,PG,English,USA,0
Cars,2006,117.0,120000000.0,244052771.0,G,English,USA,0
Runaway Bride,1999,116.0,70000000.0,152149590.0,PG,English,USA,0
xXx,2002,132.0,70000000.0,141204016.0,PG-13,English,USA,10000
The SpongeBob Movie: Sponge Out of Water,2015,92.0,74000000.0,162495848.0,PG,English,USA,16000
Ransom,1996,139.0,80000000.0,136448821.0,R,English,USA,1000
Inglourious Basterds,2009,153.0,75000000.0,120523073.0,R,English,USA,42000
Hook,1991,142.0,70000000.0,119654900.0,PG,English,USA,13000
Die Hard 2,1990,124.0,70000000.0,117541000.0,R,English,USA,0
S.W.A.T.,2003,117.0,80000000.0,116643346.0,PG-13,English,USA,0
Vanilla Sky,2001,141.0,68000000.0,100614858.0,R,English,USA,0
Lady in the Water,2006,110.0,70000000.0,42272747.0,PG-13,English,USA,0
AVP: Alien vs. Predator,2004,109.0,60000000.0,80281096.0,PG-13,English,USA,0
Alvin and the Chipmunks: The Squeakquel,2009,88.0,75000000.0,219613391.0,PG,English,USA,2000
We Were Soldiers,2002,124.0,75000000.0,78120196.0,R,English,USA,5000
Olympus Has Fallen,2013,119.0,70000000.0,98895417.0,R,English,USA,45000
Star Trek: Insurrection,1998,103.0,58000000.0,70117571.0,PG,English,USA,1000
Battle Los Angeles,2011,116.0,70000000.0,83552429.0,PG-13,English,USA,25000
Big Fish,2003,125.0,70000000.0,66257002.0,PG-13,English,USA,26000
Wolf,1994,125.0,70000000.0,65012000.0,R,English,USA,0
War Horse,2011,146.0,66000000.0,79883359.0,PG-13,English,USA,28000
The Monuments Men,2014,118.0,70000000.0,78031620.0,PG-13,English,USA,34000
The Abyss,1989,171.0,69500000.0,54222000.0,PG-13,English,USA,0
Wall Street: Money Never Sleeps,2010,136.0,70000000.0,52474616.0,PG-13,English,USA,13000
Dracula Untold,2014,92.0,70000000.0,55942830.0,PG-13,English,USA,37000
The Siege,1998,116.0,70000000.0,40932372.0,R,English,USA,0
Stardust,2007,127.0,70000000.0,38345403.0,PG-13,English,UK,15000
Seven Years in Tibet,1997,136.0,70000000.0,37901509.0,PG-13,English,USA,0
The Dilemma,2011,111.0,70000000.0,48430355.0,PG-13,English,USA,0
Bad Company,2002,116.0,70000000.0,30157016.0,PG-13,English,USA,792
Doom,2005,113.0,60000000.0,28031250.0,R,English,UK,0
I Spy,2002,97.0,70000000.0,33105600.0,PG-13,English,USA,531
Underworld: Awakening,2012,88.0,70000000.0,62321039.0,R,English,USA,24000
Rock of Ages,2012,136.0,75000000.0,38509342.0,PG-13,English,USA,33000
Hart's War,2002,125.0,60000000.0,19076815.0,R,English,USA,997
Killer Elite,2011,116.0,35000000.0,25093607.0,R,English,UK,17000
Rollerball,2002,98.0,70000000.0,18990542.0,R,English,USA,584
Ballistic: Ecks vs. Sever,2002,91.0,70000000.0,14294842.0,R,English,USA,391
Hard Rain,1998,97.0,70000000.0,19819494.0,R,English,USA,815
Osmosis Jones,2001,95.0,70000000.0,13596911.0,PG,English,USA,2000
Legends of Oz: Dorothy's Return,2013,88.0,70000000.0,8460990.0,PG,English,USA,5000
Blackhat,2015,133.0,70000000.0,7097125.0,R,English,USA,11000
Sky Captain and the World of Tomorrow,2004,106.0,70000000.0,37760080.0,PG,English,USA,0
Basic Instinct 2,2006,116.0,70000000.0,5851188.0,R,English,UK,764
Escape Plan,2013,115.0,50000000.0,25121291.0,R,English,USA,34000
The Legend of Hercules,2014,99.0,70000000.0,18821279.0,PG-13,English,USA,12000
The Sum of All Fears,2002,124.0,68000000.0,118471320.0,PG-13,English,USA,0
The Twilight Saga: Eclipse,2010,124.0,68000000.0,300523113.0,PG-13,English,USA,29000
The Score,2001,124.0,68000000.0,71069884.0,R,English,USA,0
Despicable Me,2010,87.0,69000000.0,251501645.0,PG,English,USA,31000
Money Train,1995,105.0,68000000.0,35324232.0,R,English,USA,617
Ted 2,2015,125.0,68000000.0,81257500.0,R,English,USA,30000
Agora,2009,141.0,70000000.0,617840.0,R,English,Spain,29000
Mystery Men,1999,121.0,65000000.0,29655590.0,PG-13,English,USA,0
Hall Pass,2011,111.0,36000000.0,45045037.0,R,English,USA,10000
The Insider,1999,157.0,68000000.0,28965197.0,R,English,USA,0
The Finest Hours,2016,117.0,,27550735.0,PG-13,English,USA,12000
Body of Lies,2008,128.0,70000000.0,39380442.0,R,English,USA,0
Dinner for Schmucks,2010,114.0,,72980108.0,PG-13,English,USA,0
