movie_title,numreviews,imdb_score
The Mighty Macs,34.0,6.5
Losin' It,7.0,4.8
Mother and Child,161.0,7.2
March or Die,6.0,6.3
Les visiteurs,16.0,7.0
Somewhere,301.0,6.3
I Hope They Serve Beer in Hell,52.0,5.3
Chairman of the Board,12.0,2.3
Hesher,134.0,7.1
Dom Hemingway,151.0,6.2
The Heart of Me,39.0,6.7
Freeheld,133.0,6.5
The Extra Man,104.0,5.9
Hard to Be a God,121.0,6.7
Ca$h,27.0,6.0
Wah-Wah,49.0,6.9
The Boondock Saints,100.0,7.9
Z Storm,12.0,5.3
Twixt,112.0,4.8
Snow Queen,10.0,5.3
Alpha and Omega 4: The Legend of the Saw Toothed Cave,2.0,6.0
Pale Rider,38.0,7.3
Stargate: The Ark of Truth,18.0,7.4
Dazed and Confused,152.0,7.7
High School Musical 2,44.0,4.8
Two Lovers and a Bear,6.0,7.2
Criminal Activities,46.0,5.8
Aimee & Jaguar,63.0,7.3
The Chumscrubber,74.0,7.0
Shade,25.0,6.4
House at the End of the Street,224.0,5.6
Incendies,226.0,8.2
"Remember Me, My Love",36.0,6.5
Perrier's Bounty,54.0,6.4
Elite Squad,142.0,8.1
Annabelle,271.0,5.4
Bran Nue Dae,33.0,6.3
Boyz n the Hood,64.0,7.8
La Bamba,18.0,6.8
The Four Seasons,6.0,7.2
Dressed to Kill,121.0,7.1
The Adventures of Huck Finn,14.0,6.2
Go,137.0,7.3
Friends with Money,111.0,5.9
The Andromeda Strain,57.0,7.2
Bats,97.0,3.6
Nowhere in Africa,73.0,7.7
Shame,486.0,7.3
Layer Cake,149.0,7.4
The Work and the Glory II: American Zion,4.0,6.6
The East,200.0,6.9
A Home at the End of the World,84.0,6.8
Aberdeen,28.0,7.3
The Messenger,217.0,7.2
Tracker,12.0,6.5
Control,183.0,7.7
The Terminator,204.0,8.1
Good Bye Lenin!,153.0,7.7
The Damned United,145.0,7.6
The Return of the Living Dead,203.0,7.3
Mallrats,93.0,7.2
Grease,124.0,7.2
Platoon,120.0,8.1
Fahrenheit 9/11,288.0,7.5
Butch Cassidy and the Sundance Kid,130.0,8.1
Mary Poppins,145.0,7.8
Ordinary People,62.0,7.8
West Side Story,120.0,7.6
Caddyshack,71.0,7.4
The Brothers,52.0,6.3
The Wood,18.0,6.9
The Usual Suspects,162.0,8.6
A Nightmare on Elm Street 5: The Dream Child,88.0,5.1
Van Wilder: Party Liaison,96.0,6.4
The Wrestler,391.0,7.9
Duel in the Sun,32.0,6.9
Best in Show,119.0,7.5
Escape from New York,201.0,7.2
School Daze,22.0,5.8
Daddy Day Camp,52.0,2.9
Mr. Nice Guy,63.0,6.2
A Mighty Wind,97.0,7.3
Mystic Pizza,34.0,6.2
Sliding Doors,88.0,6.8
Tales from the Hood,25.0,6.1
The Last King of Scotland,252.0,7.7
Halloween 5,137.0,5.2
Bernie,231.0,6.8
Pollock,115.0,7.0
200 Cigarettes,67.0,5.9
The Words,216.0,7.1
Casa de mi Padre,133.0,5.5
City Island,149.0,7.4
The Guard,261.0,7.3
College,42.0,4.6
The Virgin Suicides,152.0,7.2
Little Voice,64.0,7.0
Miss March,76.0,5.1
Wish I Was Here,149.0,6.7
Simply Irresistible,35.0,5.3
Hedwig and the Angry Inch,108.0,7.8
Only the Strong,17.0,6.7
Goddess of Love,12.0,5.4
Shattered Glass,129.0,7.2
Novocaine,84.0,5.8
The Business of Strangers,61.0,6.4
The Wild Bunch,147.0,8.0
The Wackness,147.0,7.0
The Great Train Robbery,23.0,7.0
Morvern Callar,75.0,6.7
Beastmaster 2: Through the Portal of Time,17.0,3.8
The 5th Quarter,16.0,5.7
The Flower of Evil,60.0,6.6
The Greatest,63.0,6.7
Snow Flower and the Secret Fan,56.0,6.1
Come Early Morning,36.0,6.2
Lucky Break,47.0,6.2
Julia,38.0,7.4
"Surfer, Dude",26.0,4.7
Lake of Fire,47.0,8.3
11:14,68.0,7.2
Men of War,19.0,5.8
Don McKay,39.0,5.9
Deadfall,162.0,6.3
A Shine of Rainbows,37.0,7.2
The Hit List,26.0,5.4
Videodrome,179.0,7.3
L'auberge espagnole,88.0,7.3
Song One,43.0,5.8
Winter in Wartime,111.0,7.1
Freaky Deaky,13.0,6.5
The Train,64.0,7.9
Trade of Innocents,6.0,5.4
The Protector,112.0,7.1
Stiff Upper Lips,12.0,6.4
Bend It Like Beckham,161.0,6.7
Sunshine State,68.0,6.9
Crossover,25.0,2.1
Khiladi 786,23.0,4.3
[Rec] 2,222.0,6.6
Standing Ovation,9.0,3.4
The Sting,119.0,8.3
Chariots of Fire,90.0,7.2
Diary of a Mad Black Woman,62.0,5.6
Shine,71.0,7.7
Don Jon,364.0,6.6
High Plains Drifter,72.0,7.6
Ghost World,122.0,7.4
Iris,100.0,7.1
Galaxina,24.0,3.4
The Chorus,112.0,7.9
Mambo Italiano,67.0,6.7
Wonderland,91.0,6.6
Do the Right Thing,103.0,7.9
Harvard Man,27.0,4.9
Le Havre,205.0,7.2
Irreversible,192.0,7.4
R100,72.0,6.1
Rang De Basanti,33.0,8.4
Animals,22.0,6.2
Salvation Boulevard,48.0,5.3
The Ten,65.0,5.0
A Room for Romeo Brass,29.0,7.7
Headhunters,284.0,7.6
Grabbers,187.0,6.3
Saint Ralph,47.0,7.6
Miss Julie,88.0,5.6
Somewhere in Time,41.0,7.3
Dum Maaro Dum,24.0,6.2
Insidious: Chapter 2,318.0,6.6
Saw II,250.0,6.6
10 Cloverfield Lane,411.0,7.3
Jackass: The Movie,106.0,6.6
Lights Out,159.0,6.9
Paranormal Activity 3,251.0,5.8
Ouija,183.0,4.4
A Nightmare on Elm Street 3: Dream Warriors,131.0,6.6
Instructions Not Included,41.0,7.6
Paranormal Activity 4,248.0,4.6
The Robe,42.0,6.8
The Return of the Pink Panther,33.0,7.1
Freddy's Dead: The Final Nightmare,91.0,4.9
Monster,185.0,7.3
"20,000 Leagues Under the Sea",69.0,7.2
Paranormal Activity: The Marked Ones,220.0,5.0
The Elephant Man,117.0,8.2
Dallas Buyers Club,471.0,8.0
The Lazarus Effect,152.0,5.2
Memento,274.0,8.5
Oculus,336.0,6.5
Clerks II,174.0,7.4
Billy Elliot,151.0,7.7
The Way Way Back,276.0,7.4
House Party 2,12.0,5.1
The Man from Snowy River,18.0,7.3
Doug's 1st Movie,28.0,5.0
The Apostle,95.0,7.2
Mommie Dearest,74.0,6.7
Our Idiot Brother,179.0,6.4
Race,125.0,7.1
The Players Club,22.0,5.6
"As Above, So Below",196.0,6.1
Addicted,9.0,5.2
Eve's Bayou,31.0,7.3
Still Alice,309.0,7.5
The Egyptian,15.0,6.6
Nighthawks,36.0,6.4
Friday the 13th Part VIII: Jason Takes Manhattan,129.0,4.5
My Big Fat Greek Wedding,168.0,6.6
Spring Breakers,444.0,5.3
Halloween: The Curse of Michael Myers,123.0,4.9
Y Tu Mamá También,173.0,7.7
Shaun of the Dead,246.0,8.0
The Haunting of Molly Hartley,74.0,3.8
Lone Star,68.0,7.6
Halloween 4: The Return of Michael Myers,144.0,5.9
April Fool's Day,96.0,6.2
Diner,42.0,7.2
Lone Wolf McQuade,29.0,6.3
Apollo 18,228.0,5.2
Sunshine Cleaning,195.0,6.9
No Escape,203.0,6.8
The Beastmaster,44.0,6.2
Solomon and Sheba,14.0,6.2
Fifty Shades of Black,59.0,3.5
Not Easily Broken,45.0,6.1
A Farewell to Arms,42.0,6.6
The Perfect Match,12.0,4.5
Digimon: The Movie,29.0,5.9
Saved!,121.0,6.9
The Barbarian Invasions,135.0,7.7
Robin and Marian,27.0,6.6
The Forsaken,56.0,5.3
Force 10 from Navarone,22.0,6.3
UHF,59.0,7.0
Grandma's Boy,61.0,7.0
Slums of Beverly Hills,60.0,6.6
Once Upon a Time in the West,164.0,8.6
Made,81.0,6.4
Moon,415.0,7.9
Keeping Up with the Steins,43.0,5.4
Sea Rex 3D: Journey to a Prehistoric World,7.0,6.9
The Sweet Hereafter,120.0,7.7
Of Gods and Men,195.0,7.2
Bottle Shock,109.0,6.8
Jekyll and Hyde... Together Again,21.0,6.2
Heavenly Creatures,93.0,7.4
90 Minutes in Heaven,12.0,4.6
Everything Must Go,155.0,6.4
Zero Effect,81.0,7.0
The Machinist,204.0,7.7
Light Sleeper,19.0,6.8
Kill the Messenger,163.0,7.0
Rabbit Hole,248.0,7.0
Party Monster,39.0,6.3
Green Room,322.0,7.1
The Oh in Ohio,50.0,5.6
Atlas Shrugged: Who Is John Galt?,12.0,4.4
Bottle Rocket,83.0,7.1
Albino Alligator,37.0,6.1
"Gandhi, My Father",16.0,7.4
Standard Operating Procedure,121.0,7.5
Out of the Blue,24.0,7.2
Tucker and Dale vs Evil,324.0,7.6
"Lovely, Still",27.0,7.3
Tycoon,9.0,6.2
Desert Blue,31.0,6.2
Decoys,35.0,4.6
The Visit,371.0,6.2
Redacted,133.0,6.2
Fascination,13.0,3.3
Area 51,56.0,4.2
Sleep Tight,191.0,7.2
The Cottage,80.0,6.2
Dead Like Me: Life After Death,19.0,6.1
Farce of the Penguins,19.0,4.2
Flying By,,4.5
Rudderless,44.0,7.5
Henry & Me,3.0,6.7
Christmas Eve,6.0,5.1
We Have Your Husband,,5.5
Dying of the Light,64.0,4.4
Born of War,8.0,4.4
Capricorn One,64.0,6.8
Should've Been Romeo,2.0,6.7
Running Forever,,8.6
Yoga Hosers,35.0,4.8
Navy Seals vs. Zombies,21.0,3.4
I Served the King of England,99.0,7.4
Soul Kitchen,115.0,7.3
Sling Blade,104.0,8.0
The Awakening,195.0,6.5
Hostel,303.0,5.9
Tristram Shandy: A Cock and Bull Story,122.0,6.8
Take Shelter,359.0,7.4
Lady in White,130.0,6.7
Driving Lessons,64.0,6.8
Let's Kill Ward's Wife,13.0,5.4
The Texas Chainsaw Massacre 2,159.0,5.5
Pat Garrett & Billy the Kid,54.0,7.4
Only God Forgives,440.0,5.7
Camping sauvage,7.0,5.4
Without Men,4.0,3.2
Barfi,1.0,7.1
Dear Frankie,96.0,7.8
All Hat,8.0,5.3
The Names of Love,87.0,7.2
Treading Water,10.0,6.2
Savage Grace,121.0,5.9
Police Academy,45.0,6.7
The Blue Lagoon,36.0,5.7
Four Weddings and a Funeral,84.0,7.1
Fast Times at Ridgemont High,118.0,7.2
Moby Dick,42.0,7.4
25th Hour,202.0,7.7
Bound,120.0,7.4
Requiem for a Dream,234.0,8.4
State Fair,17.0,7.1
Tango,35.0,7.2
Salvador,48.0,7.5
Moms' Night Out,49.0,5.4
Donnie Darko,283.0,8.1
Saving Private Perez,16.0,6.0
Character,54.0,7.8
Spun,92.0,6.8
Life During Wartime,159.0,6.5
Lady Vengeance,202.0,7.7
Mozart's Sister,50.0,6.4
Mean Machine,54.0,6.5
Exiled,98.0,7.3
Blackthorn,92.0,6.6
Lilya 4-Ever,112.0,7.9
After.Life,138.0,5.9
Fugly,9.0,4.7
One Flew Over the Cuckoo's Nest,149.0,8.7
R.L. Stine's Monsterville: The Cabinet of Souls,5.0,5.9
Silent Movie,39.0,6.7
Airlift,39.0,8.5
Falcon Rising,29.0,5.8
The Sweeney,111.0,6.1
Sexy Beast,149.0,7.3
Easy Money,90.0,6.7
Whale Rider,149.0,7.6
Paa,12.0,7.2
Cargo,64.0,6.2
High School Musical,57.0,5.2
Love and Death on Long Island,50.0,7.1
Night Watch,232.0,6.5
The Crying Game,63.0,7.3
Porky's,75.0,6.2
Survival of the Dead,274.0,5.0
Night of the Living Dead,284.0,8.0
Lost in Translation,265.0,7.8
Annie Hall,154.0,8.1
The Greatest Show on Earth,44.0,6.7
Monster's Ball,153.0,7.1
Maggie,256.0,5.6
Leaving Las Vegas,123.0,7.6
Hansel & Gretel Get Baked,46.0,4.3
The Front Page,34.0,7.3
The Boy Next Door,149.0,4.6
Trapeze,20.0,6.8
The Kids Are All Right,323.0,7.1
They Live,172.0,7.3
The Great Escape,111.0,8.3
What the #$*! Do We (K)now!?,74.0,5.4
The Last Exorcism Part II,161.0,4.0
Boyhood,548.0,8.0
Scoop,177.0,6.7
The Wash,27.0,4.6
3 Strikes,22.0,4.0
The Cooler,157.0,7.0
The Misfits,70.0,7.4
The Night Listener,125.0,5.9
The Jerky Boys,10.0,4.6
The Orphanage,300.0,7.5
A Haunted House 2,69.0,4.7
The Rules of Attraction,143.0,6.7
Topaz,50.0,6.3
Let's Go to Prison,46.0,6.0
Four Rooms,51.0,6.7
Secretary,163.0,7.1
The Real Cancun,52.0,2.7
Talk Radio,40.0,7.3
Waiting for Guffman,50.0,7.6
Love Stinks,45.0,5.8
You Kill Me,121.0,6.5
Thumbsucker,114.0,6.6
Red State,270.0,6.2
Mirrormask,116.0,6.9
Samsara,115.0,8.5
The Barbarians,15.0,4.8
The Art of Getting By,122.0,6.6
Zipper,35.0,5.7
Poolhall Junkies,41.0,7.0
The Loss of Sexual Innocence,31.0,5.4
Holy Motors,332.0,7.1
Joe,232.0,6.9
Shooting Fish,43.0,6.6
Prison,68.0,5.9
Psycho Beach Party,51.0,6.3
The Big Tease,33.0,6.3
"Buen Día, Ramón",26.0,7.7
Trust,109.0,7.0
An Everlasting Piece,34.0,6.3
Among Giants,31.0,5.9
Adore,141.0,6.2
The Velocity of Gary,19.0,5.0
Mondays in the Sun,64.0,7.7
Stake Land,215.0,6.5
The Last Time I Committed Suicide,12.0,5.8
Futuro Beach,70.0,6.1
Another Happy Day,46.0,6.0
A Lonely Place to Die,135.0,6.3
Nothing,38.0,6.3
The Geographer Drank His Globe Away,8.0,7.5
1776,34.0,7.6
Inescapable,36.0,5.2
Hell's Angels,35.0,7.8
Purple Violets,6.0,6.6
The Veil,39.0,4.7
The Loved Ones,182.0,6.7
No Vacancy,14.0,4.2
How to Fall in Love,3.0,6.3
The Perfect Wave,3.0,4.7
A Man for All Seasons,62.0,7.9
Network,161.0,8.1
Gone with the Wind,157.0,8.2
Desert Dancer,31.0,6.0
Major Dundee,53.0,6.8
Down for Life,1.0,7.3
Annie Get Your Gun,21.0,7.0
Four Lions,246.0,7.3
House of Sand,42.0,7.5
Defendor,78.0,6.8
The Pirate,41.0,7.1
The Good Heart,61.0,6.9
The History Boys,112.0,6.9
Midnight Cowboy,88.0,7.9
The Full Monty,122.0,7.2
Airplane!,134.0,7.8
Chain of Command,11.0,3.5
Friday,20.0,7.3
Menace II Society,28.0,7.5
Creepshow 2,95.0,6.0
The Ballad of Cable Hogue,31.0,7.3
In Cold Blood,79.0,8.0
The Nun's Story,25.0,7.6
Harper,22.0,7.0
Frenzy,110.0,7.5
The Witch,425.0,6.8
I Got the Hook Up,19.0,3.9
She's the One,43.0,6.1
Gods and Monsters,127.0,7.5
The Secret in Their Eyes,262.0,8.2
Train,33.0,4.8
Evil Dead II,252.0,7.8
Pootie Tang,31.0,5.2
Sharknado,139.0,3.3
La otra conquista,39.0,6.8
Trollhunter,337.0,7.0
Ira & Abby,30.0,6.5
Winter Passing,50.0,6.4
D.E.B.S.,50.0,5.3
The Masked Saint,9.0,4.7
The Betrayed,15.0,6.1
Taxman,5.0,5.5
2:13,4.0,4.8
"Batman: The Dark Knight Returns, Part 2",44.0,8.4
Time to Choose,6.0,7.0
In the Name of the King: The Last Job,17.0,3.3
Wicked Blood,7.0,5.4
Dawn Patrol,9.0,4.8
Lords of London,3.0,3.1
High Anxiety,55.0,6.7
March of the Penguins,169.0,7.6
Margin Call,290.0,7.1
August,10.0,6.1
Choke,159.0,6.5
Whiplash,535.0,8.5
City of God,214.0,8.7
Human Traffic,47.0,7.1
Day One,17.0,6.6
The Dead Girl,85.0,6.7
The Hunt,349.0,8.3
A Christmas Story,109.0,8.1
Bella,60.0,7.4
Class of 1984,101.0,6.6
The Opposite Sex,1.0,4.5
Dreaming of Joseph Lees,16.0,6.4
The Class,212.0,7.5
Rosemary's Baby,215.0,8.0
The Man Who Shot Liberty Valance,107.0,8.1
Adam,122.0,7.2
Maria Full of Grace,155.0,7.5
Beginners,261.0,7.2
Feast,130.0,6.4
Animal House,94.0,7.6
Goldfinger,164.0,7.8
Antiviral,188.0,5.7
It's a Wonderful Life,206.0,8.6
Trainspotting,134.0,8.2
The Original Kings of Comedy,53.0,6.6
Paranormal Activity 2,264.0,5.7
Waking Ned Devine,94.0,7.4
Bowling for Columbine,215.0,8.0
Coming Home,85.0,7.3
A Nightmare on Elm Street 2: Freddy's Revenge,138.0,5.4
A Room with a View,55.0,7.4
The Purge,361.0,5.7
Sinister,411.0,6.8
Martin Lawrence Live: Runteldat,24.0,5.4
Cat on a Hot Tin Roof,70.0,8.1
Beneath the Planet of the Apes,78.0,6.1
Air Bud,35.0,5.1
Pokémon 3: The Movie,39.0,5.6
Jason Lives: Friday the 13th Part VI,158.0,5.9
The Bridge on the River Kwai,122.0,8.2
Spaced Invaders,16.0,5.3
Family Plot,67.0,6.8
The Apartment,183.0,8.3
Jason Goes to Hell: The Final Friday,112.0,4.3
Torn Curtain,64.0,6.7
Dave Chappelle's Block Party,114.0,7.2
Slow West,246.0,6.9
Krush Groove,7.0,6.6
Next Day Air,49.0,5.9
Elmer Gantry,42.0,7.9
Judgment at Nuremberg,73.0,8.3
Trippin',16.0,5.2
Red River,91.0,7.8
Phat Girlz,37.0,3.0
Before Midnight,405.0,7.9
Teen Wolf Too,29.0,3.2
Phantasm II,81.0,6.5
Woman Thou Art Loosed,17.0,6.9
Real Women Have Curves,75.0,7.0
Water,91.0,7.8
East Is East,82.0,6.9
Whipped,48.0,4.4
Kama Sutra: A Tale of Love,33.0,6.0
Please Give,133.0,6.6
Willy Wonka & the Chocolate Factory,104.0,7.8
Warlock: The Armageddon,22.0,5.3
8 Heads in a Duffel Bag,30.0,5.3
Days of Heaven,112.0,8.0
Thirteen Conversations About One Thing,79.0,7.1
Jawbreaker,49.0,5.4
Basquiat,42.0,6.9
Frances Ha,345.0,7.4
Tsotsi,152.0,7.3
Happiness,148.0,7.8
DysFunktional Family,23.0,6.6
Tusk,254.0,5.4
Oldboy,305.0,8.4
Letters to God,19.0,6.3
Hobo with a Shotgun,272.0,6.1
Compadres,5.0,5.0
Freeway,65.0,6.9
Love's Abiding Joy,5.0,7.2
Fish Tank,248.0,7.3
Damsels in Distress,152.0,5.7
Bachelorette,156.0,5.3
Brave New Girl,1.0,5.0
Tim and Eric's Billion Dollar Movie,82.0,5.3
Summer Storm,40.0,7.4
Fort McCoy,8.0,5.9
Chain Letter,63.0,4.1
Just Looking,20.0,6.7
The Divide,174.0,5.8
The Eclipse,90.0,6.2
Demonic,58.0,5.3
My Big Fat Independent Movie,14.0,3.3
The Deported,,6.2
Tanner Hall,21.0,5.9
Open Road,9.0,5.5
They Came Together,98.0,5.5
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,29.0,2.6
Never Back Down 2: The Beatdown,23.0,5.8
Point Blank,87.0,7.4
Four Single Fathers,2.0,5.1
Enter the Dangerous Mind,17.0,5.2
Something Wicked,7.0,4.8
AWOL-72,6.0,3.9
Iguana,9.0,6.2
Chicago Overcoat,11.0,6.2
Barry Munday,34.0,5.9
Central Station,71.0,8.0
Pocketful of Miracles,21.0,7.3
Close Range,28.0,4.9
Boynton Beach Club,35.0,6.5
Amnesiac,30.0,4.3
Freakonomics,73.0,6.4
High Tension,251.0,6.8
Griff the Invisible,57.0,6.1
Unnatural,14.0,4.0
Hustle & Flow,159.0,7.4
Some Like It Hot,181.0,8.3
Friday the 13th Part VII: The New Blood,110.0,5.3
The Wizard of Oz,213.0,8.1
Young Frankenstein,129.0,8.0
Diary of the Dead,280.0,5.7
Lage Raho Munna Bhai,15.0,8.2
Ulee's Gold,61.0,7.1
The Black Stallion,33.0,7.4
Sardaar Ji,1.0,6.6
Journey to Saturn,2.0,5.7
Donovan's Reef,27.0,6.9
The Dress,19.0,7.0
A Guy Named Joe,9.0,7.0
Blazing Saddles,121.0,7.8
Friday the 13th: The Final Chapter,166.0,5.9
Ida,269.0,7.4
Maurice,29.0,7.8
Beer League,20.0,6.0
Riding Giants,74.0,7.9
Timecrimes,173.0,7.2
Silver Medallist,5.0,7.4
Timber Falls,66.0,5.3
Singin' in the Rain,169.0,8.3
"Fat, Sick & Nearly Dead",13.0,7.6
A Haunted House,129.0,5.1
2016: Obama's America,30.0,5.1
That Thing You Do!,75.0,6.9
Halloween III: Season of the Witch,162.0,4.6
Escape from the Planet of the Apes,74.0,6.3
Hud,65.0,7.9
Kevin Hart: Let Me Explain,26.0,6.7
My Own Private Idaho,63.0,7.1
Garden State,205.0,7.6
Before Sunrise,121.0,8.1
Sur le seuil,9.0,6.6
Jesus' Son,74.0,7.0
Saving Face,54.0,7.6
Brick Lane,80.0,6.7
Robot & Frank,252.0,7.1
My Life Without Me,72.0,7.6
The Spectacular Now,220.0,7.1
Marilyn Hotchkiss' Ballroom Dancing and Charm School,1.0,7.1
Religulous,197.0,7.7
Fuel,14.0,7.6
Valley of the Heart's Delight,3.0,6.6
Eye of the Dolphin,18.0,5.7
8: The Mormon Proposition,28.0,7.1
The Other End of the Line,22.0,6.2
Anatomy,62.0,6.1
Sleep Dealer,47.0,5.9
Super,238.0,6.8
Christmas Mail,2.0,5.8
Stung,95.0,5.0
Antibirth,10.0,6.3
Get on the Bus,28.0,6.8
Thr3e,25.0,5.1
Idiocracy,121.0,6.6
The Rise of the Krays,10.0,5.0
This Is England,172.0,7.7
Alien Uprising,20.0,3.1
Bathing Beauty,8.0,6.5
Go for It!,8.0,3.9
"Dancer, Texas Pop. 81",15.0,6.8
Show Boat,14.0,7.0
Redemption Road,12.0,5.9
The Calling,48.0,5.8
The Brave Little Toaster,17.0,7.3
8 Days,,6.9
Friday the 13th Part III,235.0,5.7
Friday the 13th: A New Beginning,160.0,4.7
The Last Sin Eater,18.0,5.9
Do You Believe?,11.0,5.9
Impact Point,11.0,4.3
The Valley of Decision,7.0,7.5
Eden,5.0,4.8
Chicken Tikka Masala,10.0,5.8
Always Woodstock,5.0,5.3
Jack Brooks: Monster Slayer,95.0,6.0
The Best Years of Our Lives,97.0,8.1
Bully,76.0,7.0
Elling,67.0,7.6
Mi America,4.0,7.2
[Rec],252.0,7.5
Lies in Plain Sight,,6.3
Sharkskin,1.0,6.7
Containment,33.0,4.8
The Timber,19.0,5.5
From Russia with Love,167.0,7.5
The Toxic Avenger Part II,49.0,5.1
Sleeper,66.0,7.3
It Follows,533.0,6.9
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,50.0,6.8
To Kill a Mockingbird,127.0,8.4
Mad Max 2: The Road Warrior,177.0,7.6
The Legend of Drunken Master,77.0,7.6
Boys Don't Cry,123.0,7.6
Silent House,218.0,5.3
The Lives of Others,215.0,8.5
Courageous,34.0,7.0
The Hustler,100.0,8.0
Boom Town,12.0,7.1
The Triplets of Belleville,167.0,7.8
Smoke Signals,56.0,7.2
American Splendor,180.0,7.5
Before Sunset,211.0,8.0
Amores Perros,157.0,8.1
Thirteen,126.0,6.8
Gentleman's Agreement,61.0,7.4
Winter's Bone,365.0,7.2
Touching the Void,121.0,8.1
Alexander's Ragtime Band,10.0,7.0
Me and You and Everyone We Know,151.0,7.4
Inside Job,171.0,8.3
We Are Your Friends,158.0,6.1
Ghost Dog: The Way of the Samurai,167.0,7.5
Harsh Times,118.0,7.0
Captive,39.0,5.3
Full Frontal,108.0,4.7
Witchboard,65.0,5.7
Shortbus,160.0,6.5
Waltz with Bashir,231.0,8.0
"The Book of Mormon Movie, Volume 1: The Journey",7.0,3.3
No End in Sight,79.0,8.3
The Diary of a Teenage Girl,168.0,6.9
In the Shadow of the Moon,107.0,8.1
Meek's Cutoff,200.0,6.5
Inside Deep Throat,123.0,6.8
Dinner Rush,39.0,7.3
Clockwatchers,41.0,6.4
The Virginity Hit,46.0,4.6
Subway,30.0,6.5
House of D,46.0,7.0
Teeth,221.0,5.4
Six-String Samurai,51.0,6.7
Hum To Mohabbat Karega,1.0,2.8
It's All Gone Pete Tong,58.0,7.4
Saint John of Las Vegas,45.0,5.8
24 7: Twenty Four Seven,44.0,7.1
Stonewall,74.0,4.5
Roadside Romeo,6.0,5.3
This Thing of Ours,5.0,5.4
The Lost Medallion: The Adventures of Billy Stone,10.0,4.8
The Last Five Years,81.0,5.9
The Missing Person,66.0,6.2
Return of the Living Dead III,46.0,5.9
London,34.0,6.6
Sherrybaby,78.0,6.6
Circle,29.0,6.0
Eden Lake,161.0,6.8
Plush,18.0,5.4
Vampire Killers,107.0,5.2
Gangster's Paradise: Jerusalema,30.0,7.8
Freeze Frame,24.0,6.4
Grave Encounters,116.0,6.1
Stitches,98.0,5.7
Nine Dead,25.0,5.5
"To Be Frank, Sinatra at 100",,7.4
Bananas,40.0,7.1
Supercapitalist,20.0,3.9
Rockaway,8.0,4.6
The Lady from Shanghai,90.0,7.7
No Man's Land: The Rise of Reeker,21.0,4.9
Highway,12.0,6.3
Small Apartments,33.0,6.1
Coffee Town,9.0,6.6
The Ghastly Love of Johnny X,94.0,5.7
All Is Bright,41.0,5.6
The Torture Chamber of Dr. Sadism,38.0,6.0
Straight A's,12.0,5.7
A Funny Thing Happened on the Way to the Forum,25.0,7.0
Slacker Uprising,27.0,5.3
The Legend of Hell's Gate: An American Conspiracy,2.0,4.4
The Walking Deceased,23.0,3.4
The Curse of Downers Grove,32.0,4.5
Shark Lake,18.0,3.4
River's Edge,45.0,7.1
Northfork,60.0,6.4
The Marine 4: Moving Target,23.0,5.2
Buried,363.0,7.0
Submarine,249.0,7.3
The Square,68.0,8.1
One to Another,14.0,5.8
ABCD (Any Body Can Dance),15.0,6.4
Man on Wire,194.0,7.8
Abandoned,,6.3
Brotherly Love,10.0,7.2
The Last Exorcism,311.0,5.6
Nowhere Boy,205.0,7.2
A Streetcar Named Desire,94.0,8.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,192.0,8.5
El crimen del padre Amaro,85.0,6.8
Beasts of the Southern Wild,663.0,7.3
Battle for the Planet of the Apes,62.0,5.5
Songcatcher,39.0,7.3
Higher Ground,68.0,6.3
Vaalu,3.0,5.1
The Greatest Movie Ever Sold,130.0,6.6
Ed and His Dead Mother,13.0,6.1
Travelers and Magicians,44.0,7.5
Hang 'Em High,26.0,7.0
Deadline - U.S.A.,27.0,7.2
Sublime,53.0,5.3
A Beginner's Guide to Snuff,,8.7
Independence Daysaster,10.0,3.4
Dysfunctional Friends,4.0,5.4
Run Lola Run,181.0,7.8
May,114.0,6.7
Against the Wild,11.0,4.7
Living Dark: The Story of Ted the Caver,1.0,6.3
Under the Same Moon,75.0,7.4
Conquest of the Planet of the Apes,80.0,6.1
In the Bedroom,179.0,7.5
I Spit on Your Grave,225.0,6.3
"Happy, Texas",77.0,6.3
My Summer of Love,124.0,6.8
The Lunchbox,195.0,7.8
Yes,76.0,6.9
You Can't Take It with You,51.0,8.0
From Here to Eternity,101.0,7.8
She Wore a Yellow Ribbon,55.0,7.4
Grace Unplugged,15.0,6.1
Foolish,16.0,4.3
N-Secure,5.0,3.5
Caramel,109.0,7.2
Out of the Dark,40.0,4.7
The Bubble,51.0,7.3
The Conversation,149.0,7.9
Dil Jo Bhi Kahey...,4.0,5.1
Mississippi Mermaid,35.0,7.2
I Love Your Work,22.0,5.4
Cabin Fever,68.0,3.7
Waitress,173.0,7.1
Bloodsport,61.0,6.8
Mr. Smith Goes to Washington,96.0,8.2
Kids,71.0,7.0
The Squid and the Whale,110.0,7.4
Kissing Jessica Stein,110.0,6.7
Kickboxer: Vengeance,2.0,9.1
Spellbound,97.0,7.6
Exotica,53.0,7.2
Buffalo '66,106.0,7.5
Insidious,445.0,6.8
Repo Man,131.0,6.9
Nine Queens,94.0,7.9
The Gatekeepers,105.0,7.6
The Ballad of Jack and Rose,75.0,6.7
The To Do List,97.0,5.8
Killing Zoe,37.0,6.5
The Believer,84.0,7.2
